Gene Set,entrez_gene,gene,symbol,description
A-field-LTMR,20322,ENSMUSG00000027227,Sord,sorbitol dehydrogenase [Source:MGI Symbol;Acc:MGI:98266]
A-field-LTMR,56461,ENSMUSG00000079056,Kcnip3,"Kv channel interacting protein 3, calsenilin [Source:MGI Symbol;Acc:MGI:1929258]"
A-field-LTMR,72180,ENSMUSG00000034800,Zfp661,zinc finger protein 661 [Source:MGI Symbol;Acc:MGI:1919430]
A-field-LTMR,70370,ENSMUSG00000027386,Fbln7,fibulin 7 [Source:MGI Symbol;Acc:MGI:1917620]
A-field-LTMR,69737,ENSMUSG00000027394,Ttl,tubulin tyrosine ligase [Source:MGI Symbol;Acc:MGI:1916987]
A-field-LTMR,228662,ENSMUSG00000062098,Btbd3,BTB (POZ) domain containing 3 [Source:MGI Symbol;Acc:MGI:2385155]
A-field-LTMR,NA,ENSMUSG00000085071,Gm14066,predicted gene 14066 [Source:MGI Symbol;Acc:MGI:3649728]
A-field-LTMR,56045,ENSMUSG00000027639,Samhd1,"SAM domain and HD domain, 1 [Source:MGI Symbol;Acc:MGI:1927468]"
A-field-LTMR,76829,ENSMUSG00000027560,Dok5,docking protein 5 [Source:MGI Symbol;Acc:MGI:1924079]
A-field-LTMR,67017,ENSMUSG00000027495,Fam210b,"family with sequence similarity 210, member B [Source:MGI Symbol;Acc:MGI:1914267]"
A-field-LTMR,56491,ENSMUSG00000054455,Vapb,"vesicle-associated membrane protein, associated protein B and C [Source:MGI Symbol;Acc:MGI:1928744]"
A-field-LTMR,72554,ENSMUSG00000063785,Utp14a,UTP14A small subunit processome component [Source:MGI Symbol;Acc:MGI:1919804]
A-field-LTMR,13497,ENSMUSG00000000223,Drp2,dystrophin related protein 2 [Source:MGI Symbol;Acc:MGI:107432]
A-field-LTMR,11605,ENSMUSG00000031266,Gla,"galactosidase, alpha [Source:MGI Symbol;Acc:MGI:1347344]"
A-field-LTMR,67416,ENSMUSG00000033436,Armcx2,"armadillo repeat containing, X-linked 2 [Source:MGI Symbol;Acc:MGI:1914666]"
A-field-LTMR,12738,ENSMUSG00000047230,Cldn2,claudin 2 [Source:MGI Symbol;Acc:MGI:1276110]
A-field-LTMR,237082,ENSMUSG00000042271,Nxt2,nuclear transport factor 2-like export factor 2 [Source:MGI Symbol;Acc:MGI:2147914]
A-field-LTMR,78283,ENSMUSG00000041020,Map7d2,MAP7 domain containing 2 [Source:MGI Symbol;Acc:MGI:1917474]
A-field-LTMR,24004,ENSMUSG00000043518,Rai2,retinoic acid induced 2 [Source:MGI Symbol;Acc:MGI:1344378]
A-field-LTMR,NA,ENSMUSG00000097338,NA,NA
A-field-LTMR,76897,ENSMUSG00000039717,Ralyl,RALY RNA binding protein-like [Source:MGI Symbol;Acc:MGI:1924147]
A-field-LTMR,241944,ENSMUSG00000033883,Zfp267,zinc finger protein 267 [Source:MGI Symbol;Acc:MGI:1098769]
A-field-LTMR,16649,ENSMUSG00000027782,Kpna4,karyopherin (importin) alpha 4 [Source:MGI Symbol;Acc:MGI:1100848]
A-field-LTMR,67738,ENSMUSG00000027804,Ppid,peptidylprolyl isomerase D (cyclophilin D) [Source:MGI Symbol;Acc:MGI:1914988]
A-field-LTMR,66614,ENSMUSG00000028069,Gpatch4,G patch domain containing 4 [Source:MGI Symbol;Acc:MGI:1913864]
A-field-LTMR,70093,ENSMUSG00000042572,Ube2q1,ubiquitin-conjugating enzyme E2Q family member 1 [Source:MGI Symbol;Acc:MGI:1917343]
A-field-LTMR,NA,ENSMUSG00000085244,Spag17os,"sperm associated antigen 17, opposite strand [Source:MGI Symbol;Acc:MGI:2444368]"
A-field-LTMR,17156,ENSMUSG00000008763,Man1a2,"mannosidase, alpha, class 1A, member 2 [Source:MGI Symbol;Acc:MGI:104676]"
A-field-LTMR,77559,ENSMUSG00000033400,Agl,"amylo-1,6-glucosidase, 4-alpha-glucanotransferase [Source:MGI Symbol;Acc:MGI:1924809]"
A-field-LTMR,14630,ENSMUSG00000028124,Gclm,"glutamate-cysteine ligase, modifier subunit [Source:MGI Symbol;Acc:MGI:104995]"
A-field-LTMR,210529,ENSMUSG00000028114,Mettl14,methyltransferase like 14 [Source:MGI Symbol;Acc:MGI:2442926]
A-field-LTMR,99899,ENSMUSG00000028037,Ifi44,interferon-induced protein 44 [Source:MGI Symbol;Acc:MGI:2443016]
A-field-LTMR,19220,ENSMUSG00000028036,Ptgfr,prostaglandin F receptor [Source:MGI Symbol;Acc:MGI:97796]
A-field-LTMR,320840,ENSMUSG00000040037,Negr1,neuronal growth regulator 1 [Source:MGI Symbol;Acc:MGI:2444846]
A-field-LTMR,107869,ENSMUSG00000028179,Cth,cystathionase (cystathionine gamma-lyase) [Source:MGI Symbol;Acc:MGI:1339968]
A-field-LTMR,242297,ENSMUSG00000049119,Fam110b,"family with sequence similarity 110, member B [Source:MGI Symbol;Acc:MGI:1916593]"
A-field-LTMR,NA,ENSMUSG00000083725,Gm11865,predicted gene 11865 [Source:MGI Symbol;Acc:MGI:3650453]
A-field-LTMR,NA,ENSMUSG00000070997,1700055D18Rik,RIKEN cDNA 1700055D18 gene [Source:MGI Symbol;Acc:MGI:1920655]
A-field-LTMR,69807,ENSMUSG00000051675,Trim32,tripartite motif-containing 32 [Source:MGI Symbol;Acc:MGI:1917057]
A-field-LTMR,19266,ENSMUSG00000028399,Ptprd,"protein tyrosine phosphatase, receptor type, D [Source:MGI Symbol;Acc:MGI:97812]"
A-field-LTMR,230376,ENSMUSG00000038047,Haus6,"HAUS augmin-like complex, subunit 6 [Source:MGI Symbol;Acc:MGI:1923389]"
A-field-LTMR,NA,ENSMUSG00000084939,Gm830,predicted gene 830 [Source:MGI Symbol;Acc:MGI:2685676]
A-field-LTMR,60613,ENSMUSG00000028631,Kcnq4,"potassium voltage-gated channel, subfamily Q, member 4 [Source:MGI Symbol;Acc:MGI:1926803]"
A-field-LTMR,230757,ENSMUSG00000073755,5730409E04Rik,RIKEN cDNA 5730409E04Rik gene [Source:MGI Symbol;Acc:MGI:3609248]
A-field-LTMR,NA,ENSMUSG00000087470,A630031M04Rik,RIKEN cDNA A630031M04 gene [Source:MGI Symbol;Acc:MGI:2444470]
A-field-LTMR,66585,ENSMUSG00000074088,Snrnp40,small nuclear ribonucleoprotein 40 (U5) [Source:MGI Symbol;Acc:MGI:1913835]
A-field-LTMR,108151,ENSMUSG00000040254,Sema3d,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3D [Source:MGI Symbol;Acc:MGI:1860118]"
A-field-LTMR,664837,ENSMUSG00000059645,Gm7361,predicted gene 7361 [Source:MGI Symbol;Acc:MGI:3805965]
A-field-LTMR,52206,ENSMUSG00000029176,Anapc4,anaphase promoting complex subunit 4 [Source:MGI Symbol;Acc:MGI:1098673]
A-field-LTMR,70918,ENSMUSG00000029206,Nsun7,"NOL1/NOP2/Sun domain family, member 7 [Source:MGI Symbol;Acc:MGI:1918168]"
A-field-LTMR,67054,ENSMUSG00000029247,Paics,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoribosylaminoimidazole, succinocarboxamide synthetase [Source:MGI Symbol;Acc:MGI:1914304]"
A-field-LTMR,66661,ENSMUSG00000036323,Srp72,signal recognition particle 72 [Source:MGI Symbol;Acc:MGI:1333795]
A-field-LTMR,319875,ENSMUSG00000035861,Tmprss11b,"transmembrane protease, serine 11B [Source:MGI Symbol;Acc:MGI:2442893]"
A-field-LTMR,65961,ENSMUSG00000070697,Utp3,UTP3 small subunit processome component [Source:MGI Symbol;Acc:MGI:1919230]
A-field-LTMR,12453,ENSMUSG00000063015,Ccni,cyclin I [Source:MGI Symbol;Acc:MGI:1341077]
A-field-LTMR,231503,ENSMUSG00000050640,Tmem150c,transmembrane protein 150C [Source:MGI Symbol;Acc:MGI:3041258]
A-field-LTMR,74167,ENSMUSG00000029310,Nudt9,nudix (nucleoside diphosphate linked moiety X)-type motif 9 [Source:MGI Symbol;Acc:MGI:1921417]
A-field-LTMR,67266,ENSMUSG00000029270,Dipk1a,divergent protein kinase domain 1A [Source:MGI Symbol;Acc:MGI:1914516]
A-field-LTMR,546886,ENSMUSG00000094282,Cfap73,cilia and flagella associated protein 73 [Source:MGI Symbol;Acc:MGI:3779542]
A-field-LTMR,72650,ENSMUSG00000047635,Mtrfr,mitochondrial translation release factor in rescue [Source:MGI Symbol;Acc:MGI:1919900]
A-field-LTMR,12466,ENSMUSG00000029447,Cct6a,"chaperonin containing Tcp1, subunit 6a (zeta) [Source:MGI Symbol;Acc:MGI:107943]"
A-field-LTMR,140904,ENSMUSG00000060371,Caln1,calneuron 1 [Source:MGI Symbol;Acc:MGI:2155987]
A-field-LTMR,15507,ENSMUSG00000004951,Hspb1,heat shock protein 1 [Source:MGI Symbol;Acc:MGI:96240]
A-field-LTMR,24135,ENSMUSG00000058291,Zfp68,zinc finger protein 68 [Source:MGI Symbol;Acc:MGI:1344427]
A-field-LTMR,170935,ENSMUSG00000010825,Grid2ip,"glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein 1 [Source:MGI Symbol;Acc:MGI:2176213]"
A-field-LTMR,NA,ENSMUSG00000045345,9530056K15Rik,RIKEN cDNA 9530056K15 gene [Source:MGI Symbol;Acc:MGI:2444456]
A-field-LTMR,73288,ENSMUSG00000001376,Vps50,VPS50 EARP/GARPII complex subunit [Source:MGI Symbol;Acc:MGI:1920538]
A-field-LTMR,14823,ENSMUSG00000024211,Grm8,"glutamate receptor, metabotropic 8 [Source:MGI Symbol;Acc:MGI:1351345]"
A-field-LTMR,NA,ENSMUSG00000086804,Gm43154,predicted gene 43154 [Source:MGI Symbol;Acc:MGI:5663291]
A-field-LTMR,434003,ENSMUSG00000084973,Gm13848,predicted gene 13848 [Source:MGI Symbol;Acc:MGI:3651996]
A-field-LTMR,319472,ENSMUSG00000073154,9330158H04Rik,RIKEN cDNA 9330158H04 gene [Source:MGI Symbol;Acc:MGI:2442094]
A-field-LTMR,243764,ENSMUSG00000045613,Chrm2,"cholinergic receptor, muscarinic 2, cardiac [Source:MGI Symbol;Acc:MGI:88397]"
A-field-LTMR,74253,ENSMUSG00000071537,Klrg2,"killer cell lectin-like receptor subfamily G, member 2 [Source:MGI Symbol;Acc:MGI:1921503]"
A-field-LTMR,77209,ENSMUSG00000085058,8030453O22Rik,RIKEN cDNA 8030453O22 gene [Source:MGI Symbol;Acc:MGI:1924459]
A-field-LTMR,12386,ENSMUSG00000063063,Ctnna2,"catenin (cadherin associated protein), alpha 2 [Source:MGI Symbol;Acc:MGI:88275]"
A-field-LTMR,26910,ENSMUSG00000030001,Figla,folliculogenesis specific basic helix-loop-helix [Source:MGI Symbol;Acc:MGI:1349421]
A-field-LTMR,243548,ENSMUSG00000030020,Prickle2,prickle planar cell polarity protein 2 [Source:MGI Symbol;Acc:MGI:1925144]
A-field-LTMR,20917,ENSMUSG00000061838,Suclg2,"succinate-Coenzyme A ligase, GDP-forming, beta subunit [Source:MGI Symbol;Acc:MGI:1306824]"
A-field-LTMR,320265,ENSMUSG00000059187,Tafa1,TAFA chemokine like family member 1 [Source:MGI Symbol;Acc:MGI:2443695]
A-field-LTMR,381801,ENSMUSG00000056952,Tatdn2,TatD DNase domain containing 2 [Source:MGI Symbol;Acc:MGI:3576210]
A-field-LTMR,77558,ENSMUSG00000097166,9330179D12Rik,RIKEN cDNA 9330179D12 gene [Source:MGI Symbol;Acc:MGI:1924808]
A-field-LTMR,74525,ENSMUSG00000030207,Fam234b,"family with sequence similarity 234, member B [Source:MGI Symbol;Acc:MGI:1921775]"
A-field-LTMR,109593,ENSMUSG00000030226,Lmo3,LIM domain only 3 [Source:MGI Symbol;Acc:MGI:102810]
A-field-LTMR,66964,ENSMUSG00000030245,Golt1b,golgi transport 1B [Source:MGI Symbol;Acc:MGI:1914214]
A-field-LTMR,16970,ENSMUSG00000030263,Lrmp,lymphoid-restricted membrane protein [Source:MGI Symbol;Acc:MGI:108424]
A-field-LTMR,81905,ENSMUSG00000053395,Cacng8,"calcium channel, voltage-dependent, gamma subunit 8 [Source:MGI Symbol;Acc:MGI:1932376]"
A-field-LTMR,243819,ENSMUSG00000052296,Ppp6r1,"protein phosphatase 6, regulatory subunit 1 [Source:MGI Symbol;Acc:MGI:2442163]"
A-field-LTMR,54624,ENSMUSG00000003437,Paf1,"Paf1, RNA polymerase II complex component [Source:MGI Symbol;Acc:MGI:1923988]"
A-field-LTMR,100504112,ENSMUSG00000096257,Ccer2,coiled-coil glutamate-rich protein 2 [Source:MGI Symbol;Acc:MGI:3645242]
A-field-LTMR,233066,ENSMUSG00000019737,Syne4,"spectrin repeat containing, nuclear envelope family member 4 [Source:MGI Symbol;Acc:MGI:2141950]"
A-field-LTMR,74054,ENSMUSG00000013353,4931406B18Rik,RIKEN cDNA 4931406B18 gene [Source:MGI Symbol;Acc:MGI:1921304]
A-field-LTMR,211480,ENSMUSG00000058743,Kcnj14,"potassium inwardly-rectifying channel, subfamily J, member 14 [Source:MGI Symbol;Acc:MGI:2384820]"
A-field-LTMR,102633600,ENSMUSG00000097441,Gm26633,"predicted gene, 26633 [Source:MGI Symbol;Acc:MGI:5477127]"
A-field-LTMR,11595,ENSMUSG00000030607,Acan,aggrecan [Source:MGI Symbol;Acc:MGI:99602]
A-field-LTMR,53320,ENSMUSG00000001773,Folh1,folate hydrolase 1 [Source:MGI Symbol;Acc:MGI:1858193]
A-field-LTMR,78610,ENSMUSG00000035354,Uvrag,UV radiation resistance associated gene [Source:MGI Symbol;Acc:MGI:1925860]
A-field-LTMR,66508,ENSMUSG00000030842,Lamtor1,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 1 [Source:MGI Symbol;Acc:MGI:1913758]"
A-field-LTMR,56347,ENSMUSG00000030738,Eif3c,"eukaryotic translation initiation factor 3, subunit C [Source:MGI Symbol;Acc:MGI:1926966]"
A-field-LTMR,233876,ENSMUSG00000042606,Hirip3,HIRA interacting protein 3 [Source:MGI Symbol;Acc:MGI:2142364]
A-field-LTMR,57740,ENSMUSG00000015981,Stk32c,serine/threonine kinase 32C [Source:MGI Symbol;Acc:MGI:2385336]
A-field-LTMR,52389,ENSMUSG00000025475,Adgra1,adhesion G protein-coupled receptor A1 [Source:MGI Symbol;Acc:MGI:1277167]
A-field-LTMR,15979,ENSMUSG00000020009,Ifngr1,interferon gamma receptor 1 [Source:MGI Symbol;Acc:MGI:107655]
A-field-LTMR,67412,ENSMUSG00000038916,Soga3,SOGA family member 3 [Source:MGI Symbol;Acc:MGI:1914662]
A-field-LTMR,21987,ENSMUSG00000000296,Tpd52l1,tumor protein D52-like 1 [Source:MGI Symbol;Acc:MGI:1298386]
A-field-LTMR,212898,ENSMUSG00000039497,Dse,dermatan sulfate epimerase [Source:MGI Symbol;Acc:MGI:2443455]
A-field-LTMR,70503,ENSMUSG00000063428,Ddo,D-aspartate oxidase [Source:MGI Symbol;Acc:MGI:1925528]
A-field-LTMR,83767,ENSMUSG00000019831,Wasf1,"WASP family, member 1 [Source:MGI Symbol;Acc:MGI:1890563]"
A-field-LTMR,237360,ENSMUSG00000059901,Adamts14,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 14 [Source:MGI Symbol;Acc:MGI:2179942]"
A-field-LTMR,216028,ENSMUSG00000042846,Lrrtm3,leucine rich repeat transmembrane neuronal 3 [Source:MGI Symbol;Acc:MGI:2389177]
A-field-LTMR,16000,ENSMUSG00000020053,Igf1,insulin-like growth factor 1 [Source:MGI Symbol;Acc:MGI:96432]
A-field-LTMR,67569,ENSMUSG00000019888,Mgat4c,"MGAT4 family, member C [Source:MGI Symbol;Acc:MGI:1914819]"
A-field-LTMR,74978,ENSMUSG00000019892,Lrriq1,leucine-rich repeats and IQ motif containing 1 [Source:MGI Symbol;Acc:MGI:1922228]
A-field-LTMR,103468,ENSMUSG00000052798,Nup107,nucleoporin 107 [Source:MGI Symbol;Acc:MGI:2143854]
A-field-LTMR,72148,ENSMUSG00000050052,Tdrp,testis development related protein [Source:MGI Symbol;Acc:MGI:1919398]
A-field-LTMR,244310,ENSMUSG00000047495,Dlgap2,DLG associated protein 2 [Source:MGI Symbol;Acc:MGI:2443181]
A-field-LTMR,330723,ENSMUSG00000037406,Htra4,HtrA serine peptidase 4 [Source:MGI Symbol;Acc:MGI:3036260]
A-field-LTMR,74653,ENSMUSG00000037251,Pomk,protein-O-mannose kinase [Source:MGI Symbol;Acc:MGI:1921903]
A-field-LTMR,20288,ENSMUSG00000025044,Msr1,macrophage scavenger receptor 1 [Source:MGI Symbol;Acc:MGI:98257]
A-field-LTMR,66756,ENSMUSG00000031631,Cfap97,cilia and flagella associated protein 97 [Source:MGI Symbol;Acc:MGI:1914006]
A-field-LTMR,12876,ENSMUSG00000037852,Cpe,carboxypeptidase E [Source:MGI Symbol;Acc:MGI:101932]
A-field-LTMR,66830,ENSMUSG00000001910,Nacc1,"nucleus accumbens associated 1, BEN and BTB (POZ) domain containing [Source:MGI Symbol;Acc:MGI:1914080]"
A-field-LTMR,68219,ENSMUSG00000031754,Nudt21,nudix (nucleoside diphosphate linked moiety X)-type motif 21 [Source:MGI Symbol;Acc:MGI:1915469]
A-field-LTMR,17388,ENSMUSG00000031790,Mmp15,matrix metallopeptidase 15 [Source:MGI Symbol;Acc:MGI:109320]
A-field-LTMR,234677,ENSMUSG00000060560,Ces4a,carboxylesterase 4A [Source:MGI Symbol;Acc:MGI:2384581]
A-field-LTMR,628686,ENSMUSG00000097393,D030068K23Rik,RIKEN cDNA D030068K23 gene [Source:MGI Symbol;Acc:MGI:3037424]
A-field-LTMR,244653,ENSMUSG00000059854,Hydin,"HYDIN, axonemal central pair apparatus protein [Source:MGI Symbol;Acc:MGI:2389007]"
A-field-LTMR,NA,ENSMUSG00000085068,Gm15895,predicted gene 15895 [Source:MGI Symbol;Acc:MGI:3802071]
A-field-LTMR,72552,ENSMUSG00000034189,Hsdl1,hydroxysteroid dehydrogenase like 1 [Source:MGI Symbol;Acc:MGI:1919802]
A-field-LTMR,12325,ENSMUSG00000021820,Camk2g,calcium/calmodulin-dependent protein kinase II gamma [Source:MGI Symbol;Acc:MGI:88259]
A-field-LTMR,218952,ENSMUSG00000037712,Fermt2,fermitin family member 2 [Source:MGI Symbol;Acc:MGI:2385001]
A-field-LTMR,NA,ENSMUSG00000088769,NA,NA
A-field-LTMR,239083,ENSMUSG00000071470,Ccnb1ip1,cyclin B1 interacting protein 1 [Source:MGI Symbol;Acc:MGI:2685134]
A-field-LTMR,17387,ENSMUSG00000000957,Mmp14,matrix metallopeptidase 14 (membrane-inserted) [Source:MGI Symbol;Acc:MGI:101900]
A-field-LTMR,219135,ENSMUSG00000021987,Mtmr6,myotubularin related protein 6 [Source:MGI Symbol;Acc:MGI:2145637]
A-field-LTMR,74195,ENSMUSG00000022031,Elp3,elongator acetyltransferase complex subunit 3 [Source:MGI Symbol;Acc:MGI:1921445]
A-field-LTMR,68813,ENSMUSG00000044447,Dock5,dedicator of cytokinesis 5 [Source:MGI Symbol;Acc:MGI:2652871]
A-field-LTMR,18039,ENSMUSG00000022055,Nefl,"neurofilament, light polypeptide [Source:MGI Symbol;Acc:MGI:97313]"
A-field-LTMR,67554,ENSMUSG00000022003,Slc25a30,"solute carrier family 25, member 30 [Source:MGI Symbol;Acc:MGI:1914804]"
A-field-LTMR,211712,ENSMUSG00000055421,Pcdh9,protocadherin 9 [Source:MGI Symbol;Acc:MGI:1306801]
A-field-LTMR,67629,ENSMUSG00000074476,Spc24,"SPC24, NDC80 kinetochore complex component, homolog (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1914879]"
A-field-LTMR,69091,ENSMUSG00000031988,Vps26b,VPS26 retromer complex component B [Source:MGI Symbol;Acc:MGI:1917656]
A-field-LTMR,235106,ENSMUSG00000059974,Ntm,neurotrimin [Source:MGI Symbol;Acc:MGI:2446259]
A-field-LTMR,77591,ENSMUSG00000053289,Ddx10,DEAD box helicase 10 [Source:MGI Symbol;Acc:MGI:1924841]
A-field-LTMR,110446,ENSMUSG00000032047,Acat1,acetyl-Coenzyme A acetyltransferase 1 [Source:MGI Symbol;Acc:MGI:87870]
A-field-LTMR,68178,ENSMUSG00000032232,Cgnl1,cingulin-like 1 [Source:MGI Symbol;Acc:MGI:1915428]
A-field-LTMR,69519,ENSMUSG00000032417,Rwdd2a,RWD domain containing 2A [Source:MGI Symbol;Acc:MGI:1916769]
A-field-LTMR,75552,ENSMUSG00000064225,Paqr9,progestin and adipoQ receptor family member IX [Source:MGI Symbol;Acc:MGI:1922802]
A-field-LTMR,19660,ENSMUSG00000032454,Rbp2,"retinol binding protein 2, cellular [Source:MGI Symbol;Acc:MGI:97877]"
A-field-LTMR,50797,ENSMUSG00000032458,Copb2,"coatomer protein complex, subunit beta 2 (beta prime) [Source:MGI Symbol;Acc:MGI:1354962]"
A-field-LTMR,66904,ENSMUSG00000032527,Pccb,"propionyl Coenzyme A carboxylase, beta polypeptide [Source:MGI Symbol;Acc:MGI:1914154]"
A-field-LTMR,24059,ENSMUSG00000032548,Slco2a1,"solute carrier organic anion transporter family, member 2a1 [Source:MGI Symbol;Acc:MGI:1346021]"
A-field-LTMR,74020,ENSMUSG00000032564,Cpne4,copine IV [Source:MGI Symbol;Acc:MGI:1921270]
A-field-LTMR,104099,ENSMUSG00000039115,Itga9,integrin alpha 9 [Source:MGI Symbol;Acc:MGI:104756]
A-field-LTMR,237625,ENSMUSG00000034579,Pla2g3,"phospholipase A2, group III [Source:MGI Symbol;Acc:MGI:2444945]"
A-field-LTMR,56089,ENSMUSG00000041046,Ramp3,receptor (calcitonin) activity modifying protein 3 [Source:MGI Symbol;Acc:MGI:1860292]
A-field-LTMR,22778,ENSMUSG00000018654,Ikzf1,IKAROS family zinc finger 1 [Source:MGI Symbol;Acc:MGI:1342540]
A-field-LTMR,19058,ENSMUSG00000033953,Ppp3r1,"protein phosphatase 3, regulatory subunit B, alpha isoform (calcineurin B, type I) [Source:MGI Symbol;Acc:MGI:107172]"
A-field-LTMR,216618,ENSMUSG00000020462,Cfap36,cilia and flagella associated protein 36 [Source:MGI Symbol;Acc:MGI:1913994]
A-field-LTMR,73324,ENSMUSG00000020461,Clhc1,clathrin heavy chain linker domain containing 1 [Source:MGI Symbol;Acc:MGI:1920574]
A-field-LTMR,94176,ENSMUSG00000020143,Dock2,dedicator of cyto-kinesis 2 [Source:MGI Symbol;Acc:MGI:2149010]
A-field-LTMR,574403,ENSMUSG00000069911,Insyn2b,inhibitory synaptic factor family member 2B [Source:MGI Symbol;Acc:MGI:3643491]
A-field-LTMR,276919,ENSMUSG00000049396,Gemin4,gem nuclear organelle associated protein 4 [Source:MGI Symbol;Acc:MGI:2449313]
A-field-LTMR,237859,ENSMUSG00000037958,Nsrp1,nuclear speckle regulatory protein 1 [Source:MGI Symbol;Acc:MGI:2144305]
A-field-LTMR,18377,ENSMUSG00000049612,Omg,oligodendrocyte myelin glycoprotein [Source:MGI Symbol;Acc:MGI:106586]
A-field-LTMR,217340,ENSMUSG00000052949,Rnf157,ring finger protein 157 [Source:MGI Symbol;Acc:MGI:2442484]
A-field-LTMR,18164,ENSMUSG00000025582,Nptx1,neuronal pentraxin 1 [Source:MGI Symbol;Acc:MGI:107811]
A-field-LTMR,14569,ENSMUSG00000021218,Gdi2,guanosine diphosphate (GDP) dissociation inhibitor 2 [Source:MGI Symbol;Acc:MGI:99845]
A-field-LTMR,218215,ENSMUSG00000038068,Rnf144b,ring finger protein 144B [Source:MGI Symbol;Acc:MGI:2384986]
A-field-LTMR,20418,ENSMUSG00000021448,Shc3,src homology 2 domain-containing transforming protein C3 [Source:MGI Symbol;Acc:MGI:106179]
A-field-LTMR,12890,ENSMUSG00000025867,Cplx2,complexin 2 [Source:MGI Symbol;Acc:MGI:104726]
A-field-LTMR,12380,ENSMUSG00000021585,Cast,calpastatin [Source:MGI Symbol;Acc:MGI:1098236]
A-field-LTMR,18548,ENSMUSG00000021587,Pcsk1,proprotein convertase subtilisin/kexin type 1 [Source:MGI Symbol;Acc:MGI:97511]
A-field-LTMR,78771,ENSMUSG00000021596,Mctp1,"multiple C2 domains, transmembrane 1 [Source:MGI Symbol;Acc:MGI:1926021]"
A-field-LTMR,67486,ENSMUSG00000035834,Polr3g,polymerase (RNA) III (DNA directed) polypeptide G [Source:MGI Symbol;Acc:MGI:1914736]
A-field-LTMR,12950,ENSMUSG00000021613,Hapln1,hyaluronan and proteoglycan link protein 1 [Source:MGI Symbol;Acc:MGI:1337006]
A-field-LTMR,14062,ENSMUSG00000048376,F2r,coagulation factor II (thrombin) receptor [Source:MGI Symbol;Acc:MGI:101802]
A-field-LTMR,76582,ENSMUSG00000042590,Ipo11,importin 11 [Source:MGI Symbol;Acc:MGI:2442377]
A-field-LTMR,NA,ENSMUSG00000091619,NA,NA
A-field-LTMR,74855,ENSMUSG00000079177,Fam228a,"family with sequence similarity 228, member A [Source:MGI Symbol;Acc:MGI:1922105]"
A-field-LTMR,104721,ENSMUSG00000037149,Ddx1,DEAD box helicase 1 [Source:MGI Symbol;Acc:MGI:2144727]
A-field-LTMR,30955,ENSMUSG00000020573,Pik3cg,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma [Source:MGI Symbol;Acc:MGI:1353576]"
A-field-LTMR,320046,ENSMUSG00000052125,F730043M19Rik,RIKEN cDNA F730043M19 gene [Source:MGI Symbol;Acc:MGI:2443237]
A-field-LTMR,380753,ENSMUSG00000020564,Atxn7l1,ataxin 7-like 1 [Source:MGI Symbol;Acc:MGI:3584458]
A-field-LTMR,319504,ENSMUSG00000020598,Nrcam,neuronal cell adhesion molecule [Source:MGI Symbol;Acc:MGI:104750]
A-field-LTMR,73991,ENSMUSG00000021066,Atl1,atlastin GTPase 1 [Source:MGI Symbol;Acc:MGI:1921241]
A-field-LTMR,208846,ENSMUSG00000034574,Daam1,dishevelled associated activator of morphogenesis 1 [Source:MGI Symbol;Acc:MGI:1914596]
A-field-LTMR,627191,ENSMUSG00000071234,Syndig1l,synapse differentiation inducing 1 like [Source:MGI Symbol;Acc:MGI:2685107]
A-field-LTMR,12313,ENSMUSG00000001175,Calm1,calmodulin 1 [Source:MGI Symbol;Acc:MGI:88251]
A-field-LTMR,19141,ENSMUSG00000021190,Lgmn,legumain [Source:MGI Symbol;Acc:MGI:1330838]
A-field-LTMR,170952,ENSMUSG00000041669,Prima1,proline rich membrane anchor 1 [Source:MGI Symbol;Acc:MGI:1926097]
A-field-LTMR,78244,ENSMUSG00000044224,Dnajc21,DnaJ heat shock protein family (Hsp40) member C21 [Source:MGI Symbol;Acc:MGI:1925371]
A-field-LTMR,100616095,ENSMUSG00000096956,Snhg18,small nucleolar RNA host gene 18 [Source:MGI Symbol;Acc:MGI:1914085]
A-field-LTMR,20356,ENSMUSG00000022231,Sema5a,"sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A [Source:MGI Symbol;Acc:MGI:107556]"
A-field-LTMR,56274,ENSMUSG00000022329,Stk3,serine/threonine kinase 3 [Source:MGI Symbol;Acc:MGI:1928487]
